,Title,Company,Location,Date,Scrape Date,Summary,Salary,Url
742,"Sr. Business Analyst, Finance Data",Tesla,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,We are looking for a talented analyst who can support Tesla on the frontiers of new markets with a focus on Accounting and Tax.,,https://nl.indeed.com/rc/clk?jk=58e7a5d4d4b6c193&fccid=86e9be6ce380173e&vjs=3
743,Quality Assurance Auditor II,Charles River Laboratories,Den Bosch,Meer dan 30 dagen geleden,2021-03-05,"Performs audits of protocols, in-life critical phases; raw data and final reports to assure compliance with Good Laboratory Practice Regulations (GLP) and…",,https://nl.indeed.com/rc/clk?jk=fc9efd5b44a628e1&fccid=b5f9cabef0362658&vjs=3
744,I&A Business Manager,Unilever,Rotterdam,1 dag geleden,2021-03-05,"Coach, guide and develop other data analysts.
4 Years of experience in analyzing data.
One of the wings being high quality data & analysis.",,https://nl.indeed.com/rc/clk?jk=2fb750f3d8cecc21&fccid=37e886222e0cbb3a&vjs=3
745,Paid Social Executive (m/f/d),Artefact,Utrecht,Meer dan 30 dagen geleden,2021-03-05,"Artefact is a new generation of a data service provider, specializing in data consulting and data-driven digital marketing, dedicated to transforming data into…",,https://nl.indeed.com/rc/clk?jk=59460277c2d4c79b&fccid=0f5477dfb7d07060&vjs=3
746,Senior Data Architect & Engineer,Greetz BV,Amsterdam-Zuidoost,17 dagen geleden,2021-03-05,"You understand data, the flow of data and the value in having proper data governance.
You understand data, the flow of data and the value in having proper…",,https://nl.indeed.com/rc/clk?jk=7aba6711d608b059&fccid=39f244801827d759&vjs=3
747,Junior Cloud Solution Architect,Microsoft,Nederland,Meer dan 30 dagen geleden,2021-03-05,"Understand customers’ overall data estate.
Understand Data Platform Strategies and Advanced Analytics roadmaps to ensure long term technical viability of new…",,https://nl.indeed.com/rc/clk?jk=1c375ff747824fad&fccid=734cb5a01ee60f80&vjs=3
748,Commercial Finance Regional Business Analyst,Astellas,Werk van thuis,Meer dan 30 dagen geleden,2021-03-05,"Data Management: • Conduct data reconciliations and report any data accuracy issues.
Do you have experience in data analysis and have advanced Excel skills?",,https://nl.indeed.com/rc/clk?jk=9bd55c6bbe4c71f2&fccid=889299755eb998cd&vjs=3
749,Registry Services Manager,RIPE NCC,Amsterdam,24 dagen geleden,2021-03-05,"Experience with formal audits to ensure compliance with organisational standards for activities, processes, data, products and services.",€84.000 - €120.000 per jaar,https://nl.indeed.com/rc/clk?jk=b1f56c710a78e2a3&fccid=97d3d88ff207a5ce&vjs=3
750,Consultant QRM,ITSync,Amsterdam,Vandaag,2021-03-05,"Experience with ALM data processes.
Improve and simplify data loads and ETL processes, despite of differences and variety in country data.",,https://nl.indeed.com/rc/clk?jk=15d2053162f4c242&fccid=d5c3bb28ade61aba&vjs=3
751,Math Analyst - Netherlands,Gaming Laboratories International,Haarlem,14 dagen geleden,2021-03-05,"Conducting and interpreting statistical testing on game simulation results and on RNG data.
Writing programs or scripts to manipulate, parse or reorganize large…",,https://nl.indeed.com/rc/clk?jk=218a254a7e6eafa7&fccid=f90702677a49de6f&vjs=3
752,Data Analyst Supply Chain,CLS Services,Leiden,10 dagen geleden,2021-03-05,"Janssen Biologics creates, acquires and markets unique biopharmaceutical therapies.
Their innovative products focus on the management of three major disease…",,https://nl.indeed.com/rc/clk?jk=c0f7a7e9d4953772&fccid=c686c3d827925954&vjs=3
753,Business engineer,VDL ETG Eindhoven,Eindhoven,Meer dan 30 dagen geleden,2021-03-05,"Je hebt affiniteit met data verzamelen en analyseren;
Vaardigheden ten behoeve van data verzamelen, analyseren, rapporteren en ontwikkelen van ‘tools’;",,https://nl.indeed.com/rc/clk?jk=0f1516e668ab9637&fccid=111e7afefa6d6607&vjs=3
754,Business Process Analyst,DSM,Heerlen,15 dagen geleden,2021-03-05,"To data privacy reasons we do not handle any applications sent by email.
Investigating and helping to improve the data integrity of the pension administration…",,https://nl.indeed.com/rc/clk?jk=e0447e81e6fa50e3&fccid=e55924959400876c&vjs=3
755,Information Security Analyst,CBOE,Amsterdam,14 dagen geleden,2021-03-05,You will monitor and analyze our logs and other data inputs using threat intelligence-based detection and attacker behavior analysis.,,https://nl.indeed.com/rc/clk?jk=bdaebeab75c6672a&fccid=538508a696477a24&vjs=3
756,Market Research Analyst Healthcare,SKIM,Rotterdam,21 dagen geleden,2021-03-05,"Execution of all phases of a market research study: questionnaire design (and programming), analysis of the data and preparation of client presentation in line…",,https://nl.indeed.com/rc/clk?jk=21dff900abd9f8ff&fccid=75e090a26d6b562d&vjs=3
757,Simulation Engineer Aviation,INCONTROL Simulation Solutions,Nederland,Meer dan 30 dagen geleden,2021-03-05,"We are looking for a simulation engineer and data analyst to support our Aviation team.
Are you ready to solve customers’ logistic puzzles?
Bel: 030 670 40 15.",,https://nl.indeed.com/rc/clk?jk=006a14b51ab3f0fd&fccid=62dd7f91c2b2ca59&vjs=3
758,Data Analyst,Red - The Global SAP Solutions Provider,Amsterdam,Vandaag,2021-03-05,"Power BI Dashboard development and support of self service: Design, Development, deployment and maintenance of captivating dashboards with custom visualisation,…",,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AmZ58hPkOVrJnN1OxLlgXw9WdmQTePOViFR9EiSZkYxOUnsqBj7NJCWmc6U0Hm6e1nJXlaLeZuL1iU2skmUuHDMYdpw3k4RRd_5uZ_g34rmYRJ-r65OjDdqR0lpDOkgcbYmAaiBDTKWbUn22ufqYTMHhtvJBTZBJT_MCqN2GbkGycu3azLZhjEy8sLIN74AAM0mPK-UGRuKmWJol_XX0-EX4sUbui62YFhSOXzH2vA9bEIrbIPOzp1YB_jRT4iVxM-Y9ZjT9s_IlQlyp5JsLuan0_v-V4Ecz63SPXS4wR9Ujsq00mjryJEpg81LkJyq0JDNkPxK6Ex1rnV0f5LJ_yD_ASaOOhmvSB6iuY8LKw6K7X9O32V3Ri0c7lO1vhEBqzLJwyAQ_jxO7vbfZw4No5OqlJBT3oiNaXuaoggIq8lHw==&p=5&fvj=0&vjs=3
759,Junior Consultant,PMT Groep BV,Randstad,Meer dan 30 dagen geleden,2021-03-05,"Onze ervaren consultants zijn bijvoorbeeld actief als projectmanager, business consultant, teammanager, bestuursadviseur, pensioenadviseur, data-analist,…",,https://nl.indeed.com/rc/clk?jk=48ab8f75c354b56b&fccid=7babc595d0c9457f&vjs=3
760,Digital Talent Community (m/f/d),Harman International,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"The Digital (Information Technology) organization at HARMAN consists of developers, engineers and analysts that are all working collaboratively to develop,…",,https://nl.indeed.com/rc/clk?jk=6247bb0f2ea1b73a&fccid=4faf342d2307e9ed&vjs=3
761,Customer Success Manager Cortex - Netherlands,Palo Alto Networks,Amsterdam-Duivendrecht,Vandaag,2021-03-05,"Experience as a SOC analyst/manager preferred.
Highly data-driven with a commitment to following process.
At Palo Alto Networks® everything starts and ends with…",,https://nl.indeed.com/rc/clk?jk=53410e9588d3bc5c&fccid=0562f887e2bed9ea&vjs=3
762,Strategic Project Analyst,Optiver,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"More information on how Optiver Europe processes your personal data can be found in our Privacy Policy.
Are you intrigued by the financial markets and ready for…",,https://nl.indeed.com/rc/clk?jk=606dcf92caa4f050&fccid=8ef4fa42d160b676&vjs=3
763,Data analyst,Next Ventures Limited,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Custom visualization, intuitive navigation with scheduled refresh with data sets,report sharing, enable self-service and streamline data consumption.",€350 per dag,https://nl.indeed.com/rc/clk?jk=d9d710b428fce13a&fccid=00cdad372c48b97b&vjs=3
764,Senior Data Analyst - Payments,Ridedott,Amsterdam,3 dagen geleden,2021-03-05,"Analytics Engineering: Collaborate with data engineering to bring analytical data models into production.
Experience working with Payments data is a big plus.",,https://nl.indeed.com/rc/clk?jk=68c80a9df7594f4b&fccid=7dc39f756fa199d7&vjs=3
765,Consultant Clinical Pharmacokinetics,Venn Life Sciences,Breda,15 dagen geleden,2021-03-05,"Act as Project Manager and client point of contact for Clinical Pharmacology studies, leading/directing data analysts, medical writers and other project members…",,https://nl.indeed.com/rc/clk?jk=7828b3db900849b9&fccid=395b95ee37a41d8a&vjs=3
766,QA Analyst,Guerrilla,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Develop and foster strong working relationships with developers, producers and other QA analysts.
Analyze and interpret data / workflows, recognize critical…",,https://nl.indeed.com/rc/clk?jk=39ac66e18b3834c7&fccid=c33aa41fb01f8a40&vjs=3
767,Pricing Manager,HBL Online,Tilburg,Meer dan 30 dagen geleden,2021-03-05,"Je hebt 2-5 jaar ervaring in een commerciële data/pricing rol.
Dit doe je uiteraard niet alleen, maar samen met de diverse purchase- en category managers, de…",,https://nl.indeed.com/rc/clk?jk=7691b5c8e4efaa33&fccid=faddc7619bc021af&vjs=3
768,Keuringsdienst (Bio) – Chemicus,Halal Feed and Food Inspection Authority (HFFIA),Den Haag,Meer dan 30 dagen geleden,2021-03-05,"Reporting of data relating to Halal to the Decision Committee.
Higher education (HBO / Academic) in food technology, (bio) chemistry, micro biology, Laboratory…",,https://nl.indeed.com/rc/clk?jk=d3c8523dce01bb5c&fccid=24bfa38ba5de69b3&vjs=3
769,Administratief medewerker - Data analyst,Start People,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Ben jij een expert met Excell en in het analyseren van data?
Ben jij per direct beschikbaar en op zoek naar een fulltime tijdelijke baan binnen een logistiek…",€2.944 per maand,https://nl.indeed.com/rc/clk?jk=329192f4734ec973&fccid=57a9d19861bdaac9&vjs=3
770,Business analist medior,ICE Utility Professionals,Maarssen,Meer dan 30 dagen geleden,2021-03-05,"De processen, die voor verbetering in aanmerking komen en waar de business analist een rol in speelt, zijn op operationeel/tactisch niveau.",,https://nl.indeed.com/rc/clk?jk=5ff8101bb144f985&fccid=ebf2f5a8065d550a&vjs=3
771,Data analyst and E-commerce specialist,JUSTIN Recruitment,Amsterdam,8 dagen geleden,2021-03-05,"The positon of data analyst and e-commerce specialist summarized:
We are looking for somebody who has 1-3 years relevant and recent working experience in…",,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DveKNiBFqBLYRKHcY6VmO5kcdT87dqEPw7T2QDqWb86k8PrzqdHfZbgo3qTv4i-lxxTU3y41edJr45e3hUQV7Qh15lyHAVClO472P2qP-rolGRmNTaLJJ9bLdEdqyCoq7jnYyU3LzVAb-o6YcPdY0c6hy26ntmLS-AizF8TsUCKYU9yr6amDZ8MaV3ho4PlUF515ZoMVe3qCLE5lY7mYibH2gXoYKz_KGmkJCIYVA7_Q2pjmIOACdYNHQeXpptK_AokRuRjOqi0hQVkzLQCy61-wdLsHHJkm7vWuw9N9kJxy9Zgt18BZGhKxDERNDtVVizbvdo0RG38Mru1BCc7hpzWLML3rtdVBX8g0vfdistO6r0FCvxZtW8ao1AGbqwFefwbj49iZsq32hisj3D-ExaNbeaTmbwps8OKSWbVPh-BRR6VGYFkUWP5kj_GXJ9CxgcgN8AXYNpnD3ZdSjAk9LlBfH0ZZg6Eec34SIJjwFrqfJmq5ZfAEW7YPI1w8y60LFfC5BrR9WjzZLTHaUU2qbro-plMIHTp9ciOBO1fk14r5dIOn2oO-UL8kVhO7P8-ZeJEfRWiAJibXr5AcZ8PdnugPHLY24yYfwC0v0WrBNt8kjnJBPJbAXflYG4sLKp_9KEc6EG9-Z_Lea43ij1z7SymoE9Jkv7qOau5ebQRXLKN5ekyD9Jdh4sv1dF3JOmAu8=&p=3&fvj=0&vjs=3
772,Global Service Logistics Analyst,Rubrik Job Board,Amsterdam,9 dagen geleden,2021-03-05,"Analyze data to identify problematic areas and suggest improvements.
Rubrik is the leader in cloud data management, delivering a single platform to manage and…",,https://nl.indeed.com/rc/clk?jk=f44de8598a326fb9&fccid=ba03cd038fd30855&vjs=3
773,Data Analist,Yacht,Vianen,Meer dan 30 dagen geleden,2021-03-05,"Jij wordt blij van het gehele traject als data-analist.
Het team wat bestaat uit 3 (junior) data analisten ga je operationeel aansturen en je begeleidt ze bij…",,https://nl.indeed.com/rc/clk?jk=967e59c6b66b15e5&fccid=3f250a1aeb39a426&vjs=3
774,Salesforce Administrator - Europe,Fleet Complete,Utrecht,8 dagen geleden,2021-03-05,"Manage Salesforce data feeds and other integrations.
This role is part technical project manager, part administrator and part Salesforce analyst.",,https://nl.indeed.com/rc/clk?jk=4eac804a6024c6d8&fccid=c0b5558e336243b3&vjs=3
775,Research Analyst Intern,Newzoo,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Experience with data analysis tools and/or data processing.
Assisting in online consumer research, programming and testing surveys, and processing data.",,https://nl.indeed.com/rc/clk?jk=680ee8fb2653a263&fccid=b99a552462ed6615&vjs=3
776,Dedicated Program - Algemene sollicitatie IT Traineeship,Young Colfield,Amsterdam-Zuidoost,Meer dan 30 dagen geleden,2021-03-05,"Hierbij kun je denken aanbijvoorbeeld business analyse, software development, data science en requirement engineering.
Hoe ziet dat er dan uit?",,https://nl.indeed.com/rc/clk?jk=9e0a3e2f620b94b6&fccid=5b4c384c438ce79d&vjs=3
777,Senior Data Analyst eCommerce,ahold,Zaandam,Meer dan 30 dagen geleden,2021-03-05,In this team we deliver scalable data products and building bridges between the different data science & analytics teams from our brands.,,https://nl.indeed.com/rc/clk?jk=9b634cecc76ed5ea&fccid=c3f215f3f2d5561b&vjs=3
778,Data Analist,Brunel,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"En je raadt het al: die scorekaarten zijn gebaseerd op data, data en nog eens data.
Is data-driven zakendoen de toekomst?
Zeker weten, en de toekomst is hier.",,https://nl.indeed.com/rc/clk?jk=408630fc262d8789&fccid=09247c652b647d02&vjs=3
779,QC Manager,Kiadis Pharma,Amsterdam-Zuidoost,9 dagen geleden,2021-03-05,"As the QC Manager, you are responsible for the management of the Amsterdam quality control laboratories, QC data review, method validations, equipment…",,https://nl.indeed.com/rc/clk?jk=e5fbdb0e6efe6c62&fccid=11b20d7f7bee7aa9&vjs=3
780,Business Development Internship,HelloFresh,Amsterdam,2 dagen geleden,2021-03-05,"You have experience in data analysis with for example Excel or Python.
No surprise then that data is our friend and for us, learning never stops.",€500 per maand,https://nl.indeed.com/rc/clk?jk=bd91f09a2475ac84&fccid=d945bab513bef0db&vjs=3
781,Medior Business Analist,Capgemini,Utrecht,Meer dan 30 dagen geleden,2021-03-05,"Mede dankzij innovaties op het gebied van intelligence, linked data, BPM, robotisering en blockchain.
Ben jij een gedreven Business Analist en ben jij toe aan…",,https://nl.indeed.com/rc/clk?jk=cc792183d58038c9&fccid=105ecfd0283f415f&vjs=3
782,Informatie Analist,Sqills,Enschede,Meer dan 30 dagen geleden,2021-03-05,Daarnaast zijn we recentelijk ook gestart met de ontwikkeling van data management tools die door verschillende afdelingen van onze klanten worden gebruikt.,,https://nl.indeed.com/rc/clk?jk=8a93f4c8fc1bea12&fccid=b1bad777411eb391&vjs=3
783,Business analyst,L&G Recruitment solutions Limited,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"A passion for turning data into valuable information.
Experience in Leasing company and Leasing domain as a strong Business Analyst.",€400 - €420 per dag,https://nl.indeed.com/company/L&G-Recruitment-solutions-Limited/jobs/Business-Analyst-abbcf894e44b373e?fccid=574ff7c76f5f4ac5&vjs=3
784,Ops Engineer – Proficient,ING,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Support and coaching the product owners and business analysts to improve the way of working, with quality in mind.
Excited to grow your career?",,https://nl.indeed.com/rc/clk?jk=c4568899457fc058&fccid=5b16841c3468a10d&vjs=3
785,Solution Architect,Rabobank,Eindhoven,Meer dan 30 dagen geleden,2021-03-05,"As a team, we are working hard to connect the different source systems and make data available for our data consumers.
We follow the Agile/Scrum principles.",,https://nl.indeed.com/rc/clk?jk=5f608f8f850b72c8&fccid=db0b8cca1616eafb&vjs=3
786,Business Analyst,Career Control,Weert,9 dagen geleden,2021-03-05,"Great in working with MS Excel and data sets.
Develop and interpret financial data/analysis in conjunction with operations management to make recommendations…",,https://nl.indeed.com/rc/clk?jk=1ed2c7111f9aff20&fccid=71f8b0fd9da0ed9a&vjs=3
787,BI Developer,LeasePlan Digital,Amsterdam,29 dagen geleden,2021-03-05,"Own data quality for the data marts and pipelines you build and make them auditable;
Data engineers and data architects to ensure data is made ready for…",,https://nl.indeed.com/rc/clk?jk=4733160fc24ccd26&fccid=7f9bfd068f560582&vjs=3
788,Associate Sales Operations Analyst,WebMD,Den Haag,3 dagen geleden,2021-03-05,"Medscape, a division of WebMD, develops and hosts physician portals and related mobile applications that make it easier for physicians and healthcare…",,https://nl.indeed.com/rc/clk?jk=e70ded0faba164e8&fccid=2f7cb114b730b276&vjs=3
789,Information Security Analyst,EuroCCP,Amsterdam Zuid,15 dagen geleden,2021-03-05,You will monitor and analyze our logs and other data inputs using threat intelligence-based detection and attacker behavior analysis.,€4.000 per maand,https://nl.indeed.com/company/EuroCCP/jobs/Information-Security-Analyst-85b29b3f8bc9057a?fccid=9867cb90a8bfe28f&vjs=3
790,Analyst data and batch review,Balans,Utrecht,17 dagen geleden,2021-03-05,"For the position of analyst data and batch review we are looking for candidates who meet the following requirements:
Vacature: Analyst data and batch review.",,https://nl.indeed.com/rc/clk?jk=75013e09f8058d85&fccid=d9c67da5d8a31234&vjs=3
791,Data Architect,LeasePlan Digital,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Working with analysts and development teams to define and document physical data structures,.
Conducting data modelling sessions with business and technology…",,https://nl.indeed.com/rc/clk?jk=58cf499a5c7ecdb5&fccid=7f9bfd068f560582&vjs=3
792,Software Developers (plek voor 2 fte’s),Web-IQ,Groningen,Meer dan 30 dagen geleden,2021-03-05,"The opportunity to learn about data processing, analysis and automated investigations;
De mogelijkheid om veel te leren op het gebied van data processing,…",,https://nl.indeed.com/rc/clk?jk=26cc84c8ee6491ee&fccid=dec2cc33213805c8&vjs=3
793,Accounting Analyst,Yildirim Asset Management Holding BV,Amstelveen noord,Meer dan 30 dagen geleden,2021-03-05,"Responsible for the accuracy of accounting entries, maintain daily accounting documentation and data according to compliance standards.",€2.700 - €3.100 per maand,https://nl.indeed.com/company/Yildirim-Asset-Management-Holding-BV/jobs/Accounting-Analyst-388f8df879df21bb?fccid=64c009560f3e86a2&vjs=3
794,BI Specialist - Utrecht,NS,Utrecht,16 dagen geleden,2021-03-05,"Ervaring met het analyseren, modelleren en visualiseren van data;
Voor deze rol is het belangrijk dat je beschikt over brede kennis en ervaring op het gebied…",€5.149 per maand,https://nl.indeed.com/rc/clk?jk=438b98ca451c0b97&fccid=bd44ce396eb05e22&vjs=3
795,Systeembeheerder,Unique 's-Hertogenbosch,Best,13 dagen geleden,2021-03-05,"Het team bestaat uit twee applicatiebeheerders, twee systeembeheerders, een webdeveloper en een data analist.
Kent de ICT geen geheimen voor jou?",€2.300 - €2.600 per maand,https://nl.indeed.com/rc/clk?jk=0503eacc29813e1c&fccid=381907b4ecdd4006&vjs=3
796,Business Analyst,Takeaway.com,Amsterdam,6 dagen geleden,2021-03-05,"Are you a business-minded analyst who can build statistical models and can turn data into actionable insights?
Our story (the bitesize version):",,https://nl.indeed.com/rc/clk?jk=73f1692bc347ba2c&fccid=a7f7ef4951d63c7c&vjs=3
797,Teamleider Business Intelligence,QLF Brands - lampenlicht.nl,Hapert,Meer dan 30 dagen geleden,2021-03-05,"Jij geeft jouw team als BI analist demonstraties en bespreekt en levert resultaat aan data vraagstukken vanuit de organisatie.
Wij zoeken jou, omdat jij...",,https://nl.indeed.com/rc/clk?jk=f13a06e873426ab5&fccid=afec03267be86ea5&vjs=3
798,Data architect,Clup Consultants,Amsterdam West,Meer dan 30 dagen geleden,2021-03-05,"Wij zoeken data architecten in spé en ervaren data architecten die inhoudelijke verdieping zoeken.
Hands-on ervaring met het bouwen van informatieproducten, als…",,https://nl.indeed.com/rc/clk?jk=6c5543a6fb6c203e&fccid=0cc7eca9dc35c3e5&vjs=3
799,Solution Analyst - Sustainability Insights,McKinsey & Company,Amsterdam,22 dagen geleden,2021-03-05,"SSA develops proprietary models and data foundations on optimal decarbonization pathways of countries, sectors, companies and even individual products or…",,https://nl.indeed.com/rc/clk?jk=01f0a1a333e563e2&fccid=6576e7250aa78c3c&vjs=3
800,Information Analyst,Cost Engineering,Zwijndrecht,15 dagen geleden,2021-03-05,"Our developers love anything involving software, design and data.
As an Information analyst you will work within a diverse and ambitious team.",,https://nl.indeed.com/rc/clk?jk=de66b4a8ac3a21f1&fccid=5e24bbd4269bad6d&vjs=3
801,PH - FP&A Analyst OHC,Philips,Amsterdam,7 dagen geleden,2021-03-05,"Intellectual capacity to digest complex information, see trends & analysis through data.
Delivers meaningful, accurate and timely reporting, analysis and…",,https://nl.indeed.com/rc/clk?jk=9cf5f010524cf735&fccid=e4af9ca5b6d3a604&vjs=3
802,Lead Business Analist Inbound,Bol.com,Utrecht,22 dagen geleden,2021-03-05,"Bol.com gelooft in zelforganiserende teams, data-gedreven pionieren en samen successen vieren.
Je pakt projecten gestructureerd aan, waarbij je data-gedreven…",,https://nl.indeed.com/rc/clk?jk=6c13870b20086c3d&fccid=38c84708b80970a7&vjs=3
803,Jr Scientist Product Analytical Development,uniQure,Amsterdam,10 dagen geleden,2021-03-05,"Executes experiments and prepare data overviews and reports, including interpretation of results.
Train technicians, QC analysts or other players as part of the…",,https://nl.indeed.com/rc/clk?jk=bd06593994a42fe9&fccid=137b20b742cbfe2b&vjs=3
804,Business Analyst- BPO,Uber,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Using data analytics to assess qualitative and quantitative metrics, determine requirements and deliver objective recommendations and reports.",,https://nl.indeed.com/rc/clk?jk=16559a7d51424634&fccid=f766f8bfbc3effb7&vjs=3
805,Business / Data Analyst,Finalyse,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Je weet jouw keuzes en adviezen te onderbouwen aan de hand van data analyse.
Hierbij speelt het onderbouwen van je keuzes aan de hand van data een belangrijke…",,https://nl.indeed.com/rc/clk?jk=8777267e37fc0acf&fccid=4696ede0d9741149&vjs=3
806,Solution Analyst - Global Energy Perspectives,McKinsey & Company,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"GEP is part of Energy Insights, the data, analytics, and technology arm of McKinsey’s Global Energy (GEM) practice, covering proprietary market outlooks, asset…",,https://nl.indeed.com/rc/clk?jk=fea1cc3d3d491d42&fccid=6576e7250aa78c3c&vjs=3
807,Senior Business Analist Financial Operations,Bol.com,Utrecht,Meer dan 30 dagen geleden,2021-03-05,"Niet, als je vanuit je gevoel voor oplossingen kiest; data is ook maar data.
Hoe maak jij onze klanten blij?
Bol.com verandert retail om het dagelijks leven van…",€4.000 - €5.000 per maand,https://nl.indeed.com/rc/clk?jk=3f3159f4ca992fdd&fccid=38c84708b80970a7&vjs=3
808,Data Analyst,Darwin Recruitment,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,The company assists businesses and governmental organizations to become more data-driven and they have been part of the country's most exciting data projects.,,https://nl.indeed.com/rc/clk?jk=9676b12f91875128&fccid=2492b919e00491c0&vjs=3
809,KYC Analist Organisaties (medior/senior) l Leeuwarden,Rabobank,Leeuwarden,Meer dan 30 dagen geleden,2021-03-05,"Door innovaties als machine learning, robotisering en een geavanceerde inzet van data, kun je je écht richten op het analistenwerk.
Toch met auto of motor?",€2.750 - €5.304 per maand,https://nl.indeed.com/rc/clk?jk=a240900f7aa32da1&fccid=db0b8cca1616eafb&vjs=3
810,Senior Data Analist eCommerce,Ahold Dellhaize,Zaandam,29 dagen geleden,2021-03-05,"Bij Ahold Delhaize willen we groeien.
Dat kan alleen als jij met ons meegroeit.
Daarom kan je bij ons alle kanten op met je carrière en je persoonlijke…",€6.250 per maand,https://nl.indeed.com/rc/clk?jk=1234c81282309be1&fccid=237b07f71d39adc8&vjs=3
811,Senior Data Analyst eCommerce,ahold,Zaandam,Meer dan 30 dagen geleden,2021-03-05,In this team we deliver scalable data products and building bridges between the different data science & analytics teams from our brands.,,https://nl.indeed.com/rc/clk?jk=9b634cecc76ed5ea&fccid=c3f215f3f2d5561b&vjs=3
812,Technisch CRO specialist E-Commerce - 38 uur,Suitable Kantoor,Rosmalen,Meer dan 30 dagen geleden,2021-03-05,"Een passie hebt voor data, technologie en UX/UI design.
Het initiëren en uitvoeren van A/B-testen op basis van hypotheses, gebaseerd op data en kennis van de…",,https://nl.indeed.com/rc/clk?jk=2ba99bbff0276e80&fccid=9fdebb2d7fcf6f3f&vjs=3
813,Business Decision Analyst (BDA),Basell Sales & Marketing,Rotterdam,21 dagen geleden,2021-03-05,"These analysts review the transactional invoice data, existing cost streams tied to this data and compare with cost streams coming in from the financial…",,https://nl.indeed.com/rc/clk?jk=f456bd82c80370f2&fccid=5938580c9c7de4d3&vjs=3
814,Global Service Logistics Analyst,Rubrik Job Board,Amsterdam,9 dagen geleden,2021-03-05,"Analyze data to identify problematic areas and suggest improvements.
Rubrik is the leader in cloud data management, delivering a single platform to manage and…",,https://nl.indeed.com/rc/clk?jk=f44de8598a326fb9&fccid=ba03cd038fd30855&vjs=3
815,Customer Support Analyst,Miro,Amsterdam,16 dagen geleden,2021-03-05,"Having experience with human-generated data (in contrast to data from machines/ systems), i.e. affinity/ understanding of how users use a (digital) product and…",,https://nl.indeed.com/rc/clk?jk=a4dab153d48f505c&fccid=d490918b85670b46&vjs=3
816,Senior Strategic Pricing Analyst,Cargill,Schiphol,2 dagen geleden,2021-03-05,"Generate hypotheses for profit improvement opportunities, validate with data and analyses, and suggest deployment projects.
Ability to travel up to 30%.",,https://nl.indeed.com/rc/clk?jk=8d7412fb54a13c2c&fccid=d7d9a8241ba2f3ec&vjs=3
817,Operations Analyst,Cargill,Rotterdam,Meer dan 30 dagen geleden,2021-03-05,Continuously search for improvements by smart utilization of data and present recommendations to plant management for the development of new accelerated…,,https://nl.indeed.com/rc/clk?jk=2095ad952c394e38&fccid=d7d9a8241ba2f3ec&vjs=3
818,Administratief medewerker - Data analyst,Start People,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Ben jij een expert met Excell en in het analyseren van data?
Ben jij per direct beschikbaar en op zoek naar een fulltime tijdelijke baan binnen een logistiek…",€2.944 per maand,https://nl.indeed.com/rc/clk?jk=329192f4734ec973&fccid=57a9d19861bdaac9&vjs=3
819,KYC Analist Groot Zakelijk,Unique Amsterdam,Rotterdam,23 dagen geleden,2021-03-05,"De juiste data heb jij binnen no-time boven water en hebt een oog voor detail.
Alles te weten willen komen over onze grootste accounts?
Met wie doen ze zaken?","€17,87 - €17,89 per uur",https://nl.indeed.com/rc/clk?jk=48a38c6ecf3e00a9&fccid=0751bfb100c40d12&vjs=3
820,Medewerker Business Intelligence,Vestia,Rotterdam,28 dagen geleden,2021-03-05,"Het BI-team wordt het centrale team rondom data.
Doel is om binnen Vestia de organisatie meer data en fact-based gedreven te maken.
Wat wij van jou verwachten.",,https://nl.indeed.com/rc/clk?jk=52f5bf8d44fcb25b&fccid=3b5e553328eaa553&vjs=3
821,Calculator,Royal BAM Group,Zwammerdam,Meer dan 30 dagen geleden,2021-03-05,"Of misschien wel als data-analist of als technisch specialist.
Building the present, creating the future.
Met jouw cijfermatig inzicht en creativiteit weet je…",,https://nl.indeed.com/rc/clk?jk=9815ca7a8f35fc0c&fccid=15569d67ec92f317&vjs=3
822,Finance Analyst Global Functions Controlling,coty,Amsterdam,10 dagen geleden,2021-03-05,"Aggregate various sources of data while maintaining data integrity and accuracy.
Excellent excel modelling skills with high attention to details and ability to…",,https://nl.indeed.com/rc/clk?jk=2608fc348a5f42d2&fccid=7ad46606e93080a6&vjs=3
